path,filename,split,class,width,height,channels,aspect_ratio,total_pixels,file_size_kb,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,channel_variance,is_grayscale_like,mean_intensity,std_intensity,min_intensity,max_intensity,dynamic_range,brightness,contrast,sharpness,edge_density,hist_entropy,unique_values,is_uniform,is_valid,outlier_count,is_outlier,width_zscore,height_zscore,aspect_ratio_zscore,file_size_kb_zscore,mean_intensity_zscore,std_intensity_zscore,dynamic_range_zscore,brightness_zscore,contrast_zscore,sharpness_zscore,edge_density_zscore,mean_r_zscore,mean_g_zscore,mean_b_zscore,channel_variance_zscore
chest_xray_dataset/train/tuberculosis/tuberculosis-7457.jpg,tuberculosis-7457.jpg,train,tuberculosis,256,256,3,1.0,65536,1.0185546875,RGB,5.4384765625,5.4384765625,5.4384765625,1.7578990321583272,1.7578990321583272,1.7578990321583272,0.0,True,5.4384765625,1.7578990321583272,4,13,9,5.4384765625,1.7578990321583272,0.1060790866613388,0.0,1.6249495,10,False,True,8,True,0.6609593434005234,0.5903657353959597,0.27018950412878884,0.6100056491929283,4.828977439178133,4.001095721863745,9.207728483514009,4.828977439178133,4.001095721863745,1.0496042115117301,1.3222676563889795,4.420501739780738,4.892223095139493,4.9380520139935005,0.2953227001558064
chest_xray_dataset/val/tuberculosis/tuberculosis-10275.jpg,tuberculosis-10275.jpg,val,tuberculosis,256,124,3,2.064516129032258,31744,1.9658203125,RGB,237.0987588205645,237.24152595766128,237.41607862903226,53.128521998744816,53.11724659396625,52.91661586331454,0.016838105707061863,True,237.21969506048387,53.08623818547739,29,255,226,237.21969506048387,53.08623818547739,54.79285221218937,0.008316532258064516,0.9512904,206,False,True,6,True,0.6609593434005234,1.243918101858553,10.176181531385593,0.5918218731304086,3.9524516086794055,0.20912893915811614,0.48922711954789905,3.9524516086794055,0.20912893915811614,0.7725237534747058,1.1375541166168524,3.7763768650257252,3.943446652679906,3.9066644297005486,0.2951896407779905
chest_xray_dataset/test/tuberculosis/tuberculosis-974.jpg,tuberculosis-974.jpg,test,tuberculosis,256,191,3,1.3403141361256545,48896,4.41796875,RGB,224.59612238219896,228.3841827552356,230.33978239528795,72.09512193176893,66.70983790380618,63.395621002220466,5.6848224097667694,True,227.47071335078533,67.7900662975576,0,255,255,227.47071335078533,67.7900662975576,153.9944185933661,0.0272005890052356,1.3740473,250,False,True,6,True,0.6609593434005234,0.912190764335873,3.0694007920097937,0.5447502631376385,3.5830947137275255,0.8771409207155005,0.6759182240236088,3.5830947137275255,0.8771409207155005,0.26990101894631324,0.7181315906421286,3.3339937679907794,3.605830044167076,3.636863237251383,0.25039965798007746
chest_xray_dataset/test/tuberculosis/tuberculosis-127.jpg,tuberculosis-127.jpg,test,tuberculosis,256,209,3,1.2248803827751196,53504,10.16015625,RGB,42.05055696770335,46.610328199760765,50.913109300239235,33.30849865423686,38.98874418064587,45.87508699234767,13.09447474825226,False,45.71501196172249,37.708043941189395,6,255,249,45.71501196172249,37.708043941189395,29.727637638378397,0.004523026315789474,4.552812,250,False,True,5,True,0.6609593434005234,0.823069987090974,1.9366196300954321,0.43452283710916856,3.303031807371597,1.345218723363889,0.4348536701812279,3.303031807371597,1.345218723363889,0.8995212107751411,1.2218094154602788,3.1250497286476637,3.322869780235918,3.2042198320784805,0.19184653168761892
chest_xray_dataset/val/tuberculosis/tuberculosis-10347.jpg,tuberculosis-10347.jpg,val,tuberculosis,256,256,3,1.0,65536,11.453125,RGB,42.18701171875,42.18701171875,42.18701171875,22.285522217215448,22.285522217215448,22.285522217215448,0.0,True,42.18701171875,22.285522217215448,0,255,255,42.18701171875,22.285522217215448,142.807541183196,0.01104736328125,4.1098766,120,False,True,5,True,0.6609593434005234,0.5903657353959597,0.27018950412878884,0.40970292009187365,3.436696148318862,2.484583274166494,0.6759182240236088,3.436696148318862,2.484583274166494,0.326581363015966,1.076901256847927,3.1202215249587275,3.4914739626152103,3.536923757288213,0.2953227001558064
chest_xray_dataset/test/tuberculosis/tuberculosis-620.jpg,tuberculosis-620.jpg,test,tuberculosis,211,256,3,0.82421875,54016,9.9072265625,RGB,217.06288877369667,217.06288877369667,217.06288877369667,15.371015940747984,15.371015940747984,15.371015940747984,8.077935669463161e-28,True,217.06288877369667,15.371015940747741,91,255,164,217.06288877369667,15.371015940747741,71.67725393546725,0.016421060426540283,3.800996,148,False,True,5,True,0.902263663155704,0.5903657353959597,1.995176198558543,0.4393780927794702,3.188776426600879,2.9954039738360585,2.980227509252502,3.188776426600879,2.9954039738360585,0.6869758687525941,0.9575492732844139,3.0674439702064777,3.17429467394713,3.130649023939593,0.2953227001558064
chest_xray_dataset/val/tuberculosis/tuberculosis-9673.jpg,tuberculosis-9673.jpg,val,tuberculosis,256,256,3,1.0,65536,11.341796875,RGB,53.02764892578125,53.02764892578125,53.02764892578125,75.98738333737708,75.98738333737708,75.98738333737708,0.0,True,53.02764892578125,75.98738333733353,0,255,255,53.02764892578125,75.98738333733353,564.2458211814519,0.0670013427734375,3.5036826,256,False,True,4,True,0.6609593434005234,0.5903657353959597,0.27018950412878884,0.41183998243324194,3.0259800122832865,1.482731408054056,0.6759182240236088,3.0259800122832865,1.482731408054056,1.8087121454931796,0.16585922259549746,2.736645254056165,3.0782598549182696,3.1235978098217356,0.2953227001558064
chest_xray_dataset/test/tuberculosis/tuberculosis-160.jpg,tuberculosis-160.jpg,test,tuberculosis,2374,2784,3,0.8527298850574713,6609216,884.1806640625,RGB,78.07238952396169,78.07238952396169,78.07238952396169,54.27363345946227,54.27363345946227,54.27363345946227,0.0,True,78.07238952396169,54.273633459906804,0,227,227,78.07238952396169,54.273633459906804,14.699674035482463,0.0034197702117770095,5.0550213,227,False,True,3,True,10.696430639743308,11.926152313220976,1.7153890846472035,16.3432349202382,2.0771170543174677,0.12140813009143865,0.4490496939075022,2.0771170543174677,0.12140813009143865,0.9756631149408191,1.2463131790391115,1.8504825663000226,2.123625921401317,2.168705496842109,0.2953227001558064
chest_xray_dataset/val/tuberculosis/tuberculosis-9995.jpg,tuberculosis-9995.jpg,val,tuberculosis,2140,1760,3,1.2159090909090908,3766400,713.103515625,RGB,137.98816562234495,137.98816562234495,137.98816562234495,61.85015003834331,61.85015003834331,61.85015003834331,0.0,True,137.98816562234495,61.850150038354485,0,255,255,137.98816562234495,61.850150038354485,53.2671543952454,0.003133496176720476,5.3638887,256,False,True,3,True,9.44164817701637,6.856170318844495,1.8485820316556356,13.059226217186254,0.19289489947613878,0.43831968631569596,0.6759182240236088,0.19289489947613878,0.43831968631569596,0.7802539782764978,1.2526714409587794,0.26952841876867645,0.16019222366168903,0.11573078223483667,0.2953227001558064
chest_xray_dataset/test/tuberculosis/tuberculosis-600.jpg,tuberculosis-600.jpg,test,tuberculosis,1760,2140,3,0.822429906542056,3766400,679.9462890625,RGB,118.58884956457095,118.58884956457095,118.58884956457095,73.85899433591047,73.85899433591047,73.85899433591047,2.0194839173657902e-28,True,118.58884956457095,73.85899433558379,0,255,255,118.58884956457095,73.85899433558379,107.12085706808635,0.0027124044180118945,5.14882,256,False,True,3,True,7.403967254639289,8.737608949570143,2.0127305802879425,12.422737816515395,0.542081465918142,1.3254931157492265,0.6759182240236088,0.542081465918142,1.3254931157492265,0.5073944228346551,1.262024058961855,0.4168811685455107,0.5792542610472339,0.6239158396980918,0.2953227001558064
