path,filename,split,class,width,height,channels,aspect_ratio,total_pixels,file_size_kb,mode,mean_r,mean_g,mean_b,std_r,std_g,std_b,channel_variance,is_grayscale_like,mean_intensity,std_intensity,min_intensity,max_intensity,dynamic_range,brightness,contrast,sharpness,edge_density,hist_entropy,unique_values,is_uniform,is_valid,outlier_count,is_outlier,width_zscore,height_zscore,aspect_ratio_zscore,file_size_kb_zscore,mean_intensity_zscore,std_intensity_zscore,dynamic_range_zscore,brightness_zscore,contrast_zscore,sharpness_zscore,edge_density_zscore,mean_r_zscore,mean_g_zscore,mean_b_zscore,channel_variance_zscore
chest_xray_dataset/val/normal/normal-8464.jpg,normal-8464.jpg,val,normal,512,512,3,1.0,262144,44.70703125,RGB,59.36188507080078,59.36188507080078,59.36188507080078,67.674450107804,67.674450107804,67.674450107804,0.0,True,59.36188507080078,67.67445010784097,0,255,255,59.36188507080078,67.67445010784097,373.3700689673424,0.066741943359375,3.748155,256,False,True,5,True,0.8179213628189108,0.8484206236008599,0.3629929071566139,0.6313772866132891,3.3147572143014234,0.6379937940521339,0.3495294073094234,3.3147572143014234,0.6379937940521339,2.575586752625444,1.134511775273529,3.3147572143014234,3.3147572143014234,3.3147572143014234,0.16763483928472347
chest_xray_dataset/val/normal/normal-8867.jpg,normal-8867.jpg,val,normal,512,512,3,1.0,262144,41.466796875,RGB,61.6933708190918,61.6933708190918,61.6933708190918,45.48004835735095,45.48004835735095,45.48004835735095,0.0,True,61.6933708190918,45.48004835731002,0,255,255,61.6933708190918,45.48004835731002,161.62467557168566,0.009960174560546875,5.0143824,250,False,True,5,True,0.8179213628189108,0.8484206236008599,0.3629929071566139,0.6478627877345446,3.203264318155152,1.6983193459904102,0.3495294073094234,3.203264318155152,1.6983193459904102,0.399791043912323,0.4637929727744956,3.203264318155152,3.203264318155152,3.203264318155152,0.16763483928472347
chest_xray_dataset/train/normal/normal-6662.jpg,normal-6662.jpg,train,normal,2342,2399,3,0.976240100041684,5618458,1397.7275390625,RGB,125.1809412831777,125.1809412831777,125.1809412831777,67.09725766012143,67.09725766012143,67.09725766012143,2.0194839173657902e-28,True,125.1809412831777,67.09725766049786,0,255,255,125.1809412831777,67.09725766049786,181.81518877948153,0.004491801843139167,5.1882205,256,False,True,4,True,3.1924424161673683,4.08135127668558,0.584200437873524,6.252452250756142,0.16725472404979835,0.5772351255275922,0.3495294073094234,0.16725472404979835,0.5772351255275922,0.6072592267603516,0.617717837448831,0.16725472404979835,0.16725472404979835,0.16725472404979835,5.965347085766135
chest_xray_dataset/train/normal/normal-4423.jpg,normal-4423.jpg,train,normal,2091,2326,3,0.8989681857265692,4863666,1506.3271484375,RGB,147.3129188969802,147.3129188969802,147.3129188969802,71.5304902518142,71.5304902518142,71.5304902518142,0.0,True,147.3129188969802,71.53049025183753,0,255,255,147.3129188969802,71.53049025183753,492.145965639879,0.01734350179473673,5.3194914,256,False,True,3,True,2.6423870563173377,3.8906393801721144,1.3036112682811927,6.804979869107664,0.8911082890700598,1.043903237262749,0.3495294073094234,0.8911082890700598,1.043903237262749,3.7960717990026525,0.25596557985535356,0.8911082890700598,0.8911082890700598,0.8911082890700598,0.16763483928472347
chest_xray_dataset/train/normal/normal-5375.jpg,normal-5375.jpg,train,normal,2088,2074,3,1.0067502410800386,4330512,927.1123046875,RGB,121.96835963045478,121.96835963045478,121.96835963045478,64.08068264933515,64.08068264933515,64.08068264933515,2.0194839173657902e-28,True,121.96835963045478,64.08068264968172,0,255,255,121.96835963045478,64.08068264968172,103.6329854914132,0.0021041391872369825,5.1138096,256,False,True,3,True,2.6358126894665403,3.232291463440698,0.30014734957098216,3.858079783804882,0.32088209785253347,0.2596927148372418,0.3495294073094234,0.32088209785253347,0.2596927148372418,0.1961041885374718,0.6849262502967269,0.32088209785253347,0.32088209785253347,0.32088209785253347,5.965347085766135
chest_xray_dataset/train/normal/normal-944.jpg,normal-944.jpg,train,normal,2302,1663,3,1.3842453397474443,3828226,320.68359375,RGB,98.54466559706768,98.54466559706768,98.54466559706768,64.57993764755832,64.57993764755832,64.57993764755832,2.0194839173657902e-28,True,98.54466559706768,64.57993764764306,0,255,255,98.54466559706768,64.57993764764306,30.75464222852982,0.0022608383099639363,4.8968153,249,False,True,3,True,3.1047841914900727,2.158557361152554,3.214377491882593,0.772722356806491,1.4410156814014607,0.3122472294882663,0.3495294073094234,1.4410156814014607,0.3122472294882663,0.9449676418887832,0.6805154515990537,1.4410156814014607,1.4410156814014607,1.4410156814014607,5.965347085766135
chest_xray_dataset/val/normal/normal-8613.jpg,normal-8613.jpg,val,normal,512,512,3,1.0,262144,52.8828125,RGB,119.69281387329102,119.69281387329102,119.69281387329102,32.35871909210968,32.35871909210968,32.35871909210968,0.0,True,119.69281387329102,32.35871909222104,2,239,237,119.69281387329102,32.35871909222104,41.17556800668535,0.011440277099609375,4.7543783,191,False,True,3,True,0.8179213628189108,0.8484206236008599,0.3629929071566139,0.5897809588896146,0.42969991368757204,3.079547563872823,4.129490050381368,0.42969991368757204,3.079547563872823,0.8378871277613206,0.42213074622141306,0.42969991368757204,0.42969991368757204,0.42969991368757204,0.16763483928472347
chest_xray_dataset/train/normal/normal-982.jpg,normal-982.jpg,train,normal,2514,2264,3,1.1104240282685511,5691696,1274.5869140625,RGB,124.54114573230896,124.54114573230896,124.54114573230896,61.29319828553417,61.29319828553417,61.29319828553417,0.0,True,124.54114573230896,61.29319828559747,0,255,255,124.54114573230896,61.29319828559747,119.02442751590343,0.0008905957029328341,5.090837,255,False,True,3,True,3.56937278227974,3.7286648927223216,0.6650680976436683,5.625943586082892,0.1978500896702582,0.03373426826751221,0.3495294073094234,0.1978500896702582,0.03373426826751221,0.03794899578096409,0.7190853184969077,0.1978500896702582,0.1978500896702582,0.1978500896702582,0.16763483928472347
chest_xray_dataset/train/normal/normal-1451.jpg,normal-1451.jpg,train,normal,2566,2321,3,1.1055579491598448,5955686,1630.8857421875,RGB,135.70757289756378,135.70757289756378,135.70757289756378,53.96424071176332,53.96424071176332,53.96424071176332,0.0,True,135.70757289756378,53.964240711863965,0,255,255,135.70757289756378,53.964240711863965,231.3511088769167,0.0010972707426147048,5.2125597,256,False,True,3,True,3.6833284743602244,3.8775769215068085,0.6197643149762956,7.438702803711012,0.33613443293436474,0.805223406600258,0.3495294073094234,0.33613443293436474,0.805223406600258,1.1162669583890779,0.7132677875496617,0.33613443293436474,0.33613443293436474,0.33613443293436474,0.16763483928472347
chest_xray_dataset/val/normal/normal-8698.jpg,normal-8698.jpg,val,normal,2373,2663,3,0.8911002628614345,6319299,1823.9091796875,RGB,149.99701137736955,149.99701137736955,149.99701137736955,69.66672953546211,69.66672953546211,69.66672953546211,0.0,True,149.99701137736955,69.66672953536677,0,255,255,149.99701137736955,69.66672953536677,366.85112107593295,0.00815375249691461,5.315618,256,False,True,3,True,3.260377540292273,4.771049094213731,1.376862577921426,8.420757719209172,1.0194630278379868,0.8477128330009361,0.3495294073094234,1.0194630278379868,0.8477128330009361,2.5086011213444377,0.5146405075089497,1.0194630278379868,1.0194630278379868,1.0194630278379868,0.16763483928472347
